month,state,close,vix,vk
2024-09,0,5762.47998046875,16.73,
2024-10,1,5705.4501953125,23.16,
2024-11,0,6032.3798828125,13.51,
2024-12,1,5881.6298828125,17.35,
2025-01,0,6040.52978515625,16.43,
2025-02,1,5954.5,19.63,
2025-03,2,5611.85009765625,22.28,
2025-04,2,5569.06005859375,24.7,
2025-05,1,5911.68994140625,18.57,
2025-06,0,6204.9501953125,16.73,
2025-07,0,6339.39013671875,16.72,
2025-08,0,6460.259765625,15.36,
2025-09,0,6688.4599609375,16.28,
2025-10,0,6840.2001953125,17.44,
2025-11,1,6849.08984375,16.35,
2025-12,0,6845.5,14.95,
2026-01,0,6939.02978515625,17.44,
2026-02,0,6878.8798828125,19.86,
2026-03,1,6528.52001953125,25.25,
2026-04,1,7209.009765625,16.89,
2026-05,1,7580.06005859375,15.32,
2026-06,1,7499.35986328125,16.45,
2026-07,1,7489.72021484375,15.99,
2026-08,0,7723.08984375,14.51,
